,class,tweet,score,sim
12256,1,Know you don't like me cause you're bitch most likely does,2.415958335935933,0.6
2273,1,7:15 needs to hurry up . It's chilly in this bitch,2.829365041771246,0.6
10242,1,I don't understand how you can be such a bitch,6.526541400533454,0.6
1711,1,&#8220;@bwanaaa_16: I like down bitches&#8221;,1.0005382612051714,0.6
10243,1,"I don't understand when people say ""yea, my first time smoking I didn't get high"" 

Cause damn that fuckin sucks bruh I was retarded high",4.4067067309388985,0.6
666,1,"#AnnCoulter still calling #Obama a 'community organizer' re: #Syria. Well, she is still #cunt as well. So what?",-0.2743784810340857,0.6
12450,1,Lil bitch ass,5.86878423408011,0.6
10245,1,I don't want a bitch that a nigga already had I want sumn new ... Or a runner it's too easy nigga I accept the challenge,9.997404240289985,0.6
22462,1,Wake up bitches,2.0347227701216752,0.6
22810,2,Who needs an alarm when you have the worlds most annoying bird outside your window?!??,-4.586067464083006,0.6
10246,1,I don't want a bitch that's erybody bitch !,6.556985274759185,0.6
10247,1,I don't want me no good girl I fell inlove with these freak hoes,3.7532438062007545,0.6
23669,1,bitches don't knw what to let ride certain shit ain't work mentioning,3.37281516083243,0.6
13563,1,Oh. Wow. Avoiding that bitch.,4.168240094213402,0.6
10513,1,I hate when people just randomly stop talking to you like give me a reason bitch,8.162424384447913,0.6
23478,1,You're such a pussy &#128514;&#128514;,2.6139204246629117,0.6
22464,1,Walk in the party boot up yo hoe,0.5593531724143502,0.6
13047,1,My high school need to gon and throw a hood reunion party. Everybody knows we was ghetto as hell.,2.324919314654128,0.6
10811,1,I ont like no dramatic bitch so I just separate myself n shit,6.759901695615687,0.6
13083,1,My momma keep talking to me like bitch gtf I'm on Twitter.,2.357406320842947,0.6
10809,1,I only wanna see bad bitches on snap chat,0.1806163800688693,0.6
13455,1,"Not the type to take it slow, turn a good girl into a hoe. #spookyblack",1.1560624833664277,0.6
22864,1,Why do bitches put fuck a bio in they bio?... technically u still wrote a bio.,5.244039962239659,0.6
10783,1,I need a trippy bitch I ain't wit that cute shit,8.976713493596298,0.6
12245,1,Kirk Hinrich going fucking dumb out that bitch,4.381957827010561,0.6
22388,1,Ungrateful bitches never happy how u not happy? What u mean u ain't happy? #youngjefe!,-0.0659659576647859,0.6
13453,1,Not sure why someone would put my pictures on a escort website I ain't selling pussy,0.7211161712611794,0.6
23833,1,fuck deeeez bitches,5.825384918545554,0.6
11031,2,I want some monkey bread &#128553;&#128588;,0.9196265132034676,0.6
23136,2,Yeah okay let's just put a fire cracker in a cow pie and see what happens,0.4340862835940555,0.6
10313,1,I fuck bitches &#128175;&#128536;&#128541;&#128539;&#128525; better watch yah hoe &#128175;&#128129;&#128168;&#128069;&#128109;,5.01611999526148,0.6
22866,1,"Why do people bring their children to the salon, this Mexican bitch needs her animals on a leash for real.",5.266678321767601,0.6
2132,2,"'Scandal' sex scene airs on ABC right after 'It's the Great Pumpkin, Charlie Brown,' making parents angry http://t.co/vltSpK8U4S",-3.445207585004612,0.6
10475,1,I hate that when I have assigned seats they sit me by the most annoying bitches in the whole class.,9.290042210980433,0.6
22867,1,"Why do people use the eggplant Emoji in reference to a dick? If your dick is purple with a green top, see a doctor bruh.",-3.1450263859955223,0.6
13118,1,"My niggas bigger then the bouncer, roll up in the bitch still smell like an ounce",3.1191157342914977,0.6
23834,1,fuck her rite in the pussy,2.8741002398870363,0.6
2142,1,*Nicolas Cage unrolls dusty secret scroll* It says here James Madison was a whiny little bitch,2.1219968948530665,0.6
22863,1,Why do bitches come to school wearing stripper heels to school &#128563;&#128530; makes no sense!! &#128096;&#128581;,3.274975157256385,0.6
10784,2,I need like 43 fuzzy blankets to sleep &#128525;&#128139;,2.2875422707076485,0.6
2150,1,*karate RT @SirAsshole: Karrenchi still a bird ass bitch,4.181513914344709,0.6
13108,1,"My nigga dm'd a bitch and said ""ur eyes are so beautiful they melt me"" lmaoooo nigga thought he was reading a romantic comedy movie script",10.127525836240524,0.6
21923,1,This Uncle Tom mother fucking wants to invoke 3/5 a man in his speech? Dude you ain't white no matter how much... http://t.co/3yrcyC9ezc,7.297535061735535,0.6
23694,1,"but I'd rather be a free man in my grave
than living as a puppet or a slave
but above those shit options bitch
would be free alive and rich",5.554391228996242,0.6
10932,1,I swear to god I be in the middle of the club making out wit bitches like I'm tryna film a romantic comedy or somethin,5.797234980831866,0.6
21925,1,"This ain't no bitch ass boom bap, it's click clack move back.",3.997011348665001,0.6
10306,1,I follow sum bush ass bitches on here &#128565;,10.40542564016787,0.6
2131,2,"'Forget to salute,' trash the other guy for the 'bad war' (during Cairo II), sympathize w/ 'Pockistan,' gays hurting morale. Thanks King!",3.401657931920698,0.6
21927,1,This art shit lives forever bitch! Keep the change!,2.2381902279406933,0.6
13464,2,Nothing good on TV and the @Yankees are eating their balls 3 innings in. Great.,0.4901920584619257,0.6
10667,1,I like herbal tea bitches no matter if anyone else does.,3.269882809880806,0.6
21932,1,This bih stay in this ghetto ass neighborhood,4.149651797855839,0.6
13460,0,"Not trying to follow any spooks, no offense ...",1.8129540473395325,0.6
12514,1,Lmao. I still feel played bout this hoe.,1.8446865335126987,0.6
23492,1,Your bitch is a fake sack of potatoes,3.813179792044386,0.6
10993,1,I treat my bitches with respect,3.2535312812031005,0.6
2148,2,"*chops* RT @Tweets2Sweet *does bird call, flaps hands*",-1.271380941202465,0.6
10317,1,"I fucked your little sister last night
The pussy was right 
The pussy was tight",3.4828844388923943,0.6
21949,1,This bitch come home wit a attitude. Bitch go yo ass Bacc to work ah sum fucc.,10.533254783723956,0.6
738,0,#Minnesota is full of white trash,2.0369161718275017,0.6
13134,1,My pussy taste like pepsi cola.,3.038736522486209,0.6
23498,1,Your ex wife's #pussy tastes like sweet butter @vicmackey #theshield,-1.525594546698397,0.6
12243,2,"King, TI vs tip and that troubleman albums all trash.",-3.737552031969103,0.6
23121,1,"Yea, Mike had a bitch-ass referee in Tokyo @Royceda59",-1.6819626331771984,0.6
13424,0,None of us went to these PRESTIGIOUS establishments so we're clearly not as superior as these fucking retards...,8.472277195127784,0.6
23573,1,"and im retarded too, i keep answering the house phone when i know it aint for me :l",1.5138910948988455,0.6
10996,1,"I try to pass him up, get in carpool passing him he's just looking at me like I'm playing a game do I waved hi idgaf don't fuck w/ me bitch",9.490519969992729,0.6
2103,1,"' Someone let me know why Drake so cold ? &#1041185;&#1041240;&#1043358;&#1043351;&#1043323; He my favorite rapper , this niggah HARD .",0.7556148959322884,0.6
2099,1,"' She herd I was a dope boy , I herd she was a gold digger &#1043359; , all I know is she a real bitch , so I fuck her like a real niggah .",9.393456079405926,0.6
12242,1,Kinda want to spit my gum into some bitches hair.,3.981241122929564,0.6
13418,2,Nobody gives me a trophy cause I'm old and colored #FavStarTweets&#160;,2.8345899484217774,0.6
23116,1,Yea bitch &#128514; how dat shit feel http://t.co/C7H0TfJDET,6.330994275255453,0.6
23115,0,"Yea alright redneck white trash""@CamoPearls: Stupid niggers hollering out their car going down the road trying to hit on me! Fuck y'all!""",4.007955270586208,0.6
21978,1,This bitch is wearing an angry birds sweater #JudgePeopleAtSchoolDay,1.371424562862669,0.6
23503,1,Your leader rocks a fucking mo hawk and dances like a faggot from ATL @HoustonRockets,3.8971612551039545,0.6
23113,1,"Yea I'm illiterate, hot as a skillet bitch. &#128079;",4.308832277572478,0.6
10336,1,"I got 99 problems and a bitch ain't one...
She's all 99, I think I need a sub machine gun #gratata",4.069036706888048,0.6
10303,1,"I find it hard to believe cee-lo raping hoes, it's too easy to get them panties off when you successful",-3.911537493286926,0.6
10671,1,"I like it. Folks act like the word ""negro"" is the equivalent of porch monkey or spear chucker. It's not. No real&#8230;",7.62847147013931,0.6
12728,2,Man arrested after 40 opened nip bottles of vodka found in car http://t.co/VtusSbGHbR,-7.293209560369966,0.6
10470,1,I hate that hoe ... She ain't bout shit,7.443475128628837,0.6
21952,1,This bitch crazy,3.015552023133401,0.6
23495,1,Your bitch want to fuck the squad &#128527;&#128076;,4.776162436657836,0.6
11030,1,"I want some fire crackers not the baby ass fire works, Does Az have fire crackers ???",3.8198702630514942,0.6
12733,1,"Man if a bad washington heights chick on Dyckman likes me grabs her pussy and yells out ""what's good son"" I'm still fuckin",5.438625442193121,0.6
12732,1,Man heartburn is a bitch,3.1941234613549314,0.6
613,2,"""You look like little birds help you get dressed in the morning""",-5.023588985562692,0.6
12529,1,Lmaooo wait so why everybody talm bout card crackers?! I missed it,0.2451076591565082,0.6
10330,1,I give my niggas hope and sell these bitches dreams!,5.085635918101358,0.6
682,1,#BurnNotice Fi shoots bean bag rounds at the guy - Hurts like a bitch don't they?,3.183818104053468,0.6
13130,1,"My problem is I got a STRONG ""IDGAF"" attitude. Ion show NO Feelings to these pussy mfs &#128175;",4.052123747364202,0.6
23702,2,can my cat not kill birds and make a huge mes of feathers,-1.1672848028410343,0.6
23496,1,Your bitch wants to go to Little Italy with me tonight. Told her no. Fuck a thot.,4.469618118090441,0.6
12111,1,Just a young niggah wit a promised future. @CaseyVeggies,-0.3919721097933519,0.6
12039,1,Jax a hoe!,1.5469366597963687,0.6
21965,1,"This bitch in ma bed got double D's that SHAKE. Ass like Trina, when I smack her ass it SHAKE. #Game #SHAKE #2013shit #tune #hornyfuck",6.805961406205113,0.6
611,2,"""You hit no lights, no line for toco bell at 2 in he morning, and Diana's back in her house. It's a miracle"" - Charlie @dianaaaxo",-6.662498898437997,0.6
13596,1,Omfg this tattoo hurts like a bitch #Painful,2.66190839953443,0.6
21918,1,This Houston traffic ain't no hoe these mf must not work,3.745601374539106,0.6
10787,1,"I need one of those ""research"" street signs near usaa . Hang that bitch above my bed lol",-0.3304755375886504,0.6
22417,1,Versace belts and LV wallets just won't cut it. Need to really show his ass up.. Little bitch,5.785845584619853,0.6
10801,1,I never seen a Asian or Chinese bitch pregnant ..shit I throught they kids just spawn like call of duty &#128514;&#128557;,4.014784124272078,0.6
10954,2,I think I found a normal roommate again! Praise be to Jesus! These current ones are about to get their throats slit in their sleep!,-1.2519127811734465,0.6
10798,0,I never had any friends the entire time I lived in #Virginia. No one was cool to me. I hope those white trash Southerners all die.,4.6333405442766695,0.6
22414,1,Vegas in 4 days bitches.,-0.8475775981915072,0.6
2181,1,.@Buckm00se really does talk like a buck nigger,2.8105962287107245,0.6
21881,2,They say one man's trash is the next man's treasure. Where one finds pain the next might find pleasure.,-5.417541846254873,0.6
10287,1,I feel like apart of the in crowd like yes bitch lets indirectly talk shit &#128514;,7.403342446663357,0.6
2177,1,...if Amber Rose can rock a bald head and a bald pussy then motherfucker so can I.,-1.4879056844105312,0.6
10796,1,I need to re up on some hoes,2.824038377639849,0.6
10288,1,I feel like its gon be a homo revalution round dis bitch deez niggas expandin,10.384391768246692,0.6
21886,1,They some bitch ass niggas,10.216917878219926,0.6
22847,1,"Why are nudes called nudes? I would rather be like "" hey girl send me the tits and ass hoe """,8.735254167877553,0.6
1092,1,&#8220;@AdamRotter: Watch: Prust tries to hit Hank during break play http://t.co/fZ6lxcS3ok&#8221; @BrandonPrust8 pussy attempt by a pussy #mtlhockey,-5.827833270868778,0.6
10290,1,I feel like that niggah Pac these bitches set me up.,2.3132304816364253,0.6
547,1,"""Selling my soul for material wishes: fast cars and bitches"" #Tupac #smile #remix",-4.24633702887577,0.6
13502,1,OG old faced hunnids with a young hoe,-0.2573842415123115,0.6
10956,1,I think I killed a chipmunk but that son of a bitch was fast. I need to check my tires.,5.577576511665292,0.6
10280,1,"I feel bad having this info but at the same time , karmas a bitch,",7.025260855420225,0.6
23176,0,Yo bitch ass needs to boss the fuck up.,9.070541175912805,0.6
13514,1,OMGGGGG...!!!! Nigga said Jerry ... black bitch.,9.984733052527414,0.6
10991,2,"I took 2 ""Rebel vs. Yankee"" tests (40 questions, accents, word usage) and scored a total % of 47.5% Rebel vs. 52.5% Yankee in southern Pa.",-2.1234507706536307,0.6
23688,2,brass monkey dat funky monkey http://t.co/NaDoF9QqDa,-2.643477435398178,0.6
10665,1,I like chilling with your bitch and I like fucking her.,8.365449380546968,0.6
12253,1,"Know why birds don't wear pants?
Cause their pecker's in the way",-1.2511866634674134,0.6
12750,1,Man why the ugliest bitches talk the most.,2.468434129296937,0.6
13096,1,My nicca Tip can't act for shit in #Takers,1.6272398778596542,0.6
10806,1,I only fuck with bad bitches I'm stiff,7.63097804416479,0.6
22842,2,Why Jon hates birds. http://t.co/VwXlbmJ7fY,1.7612229286716925,0.6
546,1,"""Searching"" the incredible story of 1 white man's quest to find the ingredients necessary to make Caribbean Jerked Chicken in redneck land",-10.280789086993192,0.6
21867,1,They gotta keep the name Raiders tho they better not change it to some hillbilly ass Texas name,-0.1972057273650415,0.6
1081,1,&#8220;@50TysonRap: Saw a homeless man sleeping in a box surrounded by bubble wrap. Must be his new alarm system.&#8221; You aren't even FUNNY bitch,-6.471978331001584,0.6
10805,1,I only bring up lat name to the hoes I know with kids because they need to know,2.9631150952729715,0.6
13089,1,My neighbors hate me cuz i smoke weed and blast the most ghetto music from my room.,-0.8578671057727266,0.6
22843,2,Why McDonald's breakfast good but the lunch trash,-0.7545818406324205,0.6
12749,1,Man why do these hoes even bother wearing clothes when they're going out like that.,5.5667057510658005,0.6
10291,1,"I feel like this hoe owe me something ..,",4.268602252363052,0.6
12187,1,Kangaroo jac ! &#8220;@WayneL_Jr: A Bitch wit dry weave RT @taelar_bby: Fuck I look like hoe http://t.co/HKmTwgp9ah&#8221;,12.14663119772912,0.6
22410,1,Val is such a bitch,4.312153835880143,0.6
13482,1,Now da #Heat fans bacc y'all niccas kill me ain't tweeted shit all damn game,3.577095453405569,0.6
13480,1,Now a neighborhood nigga like me ain't supposed to get no pussy like this,9.811526303947186,0.6
10483,1,I hate twitter. Just a bunch of sexy bitches I can't have,9.489368944946502,0.6
10296,2,I feel utterly retarded. Thanks big brother&#128563;&#128514; @Crawford96M,3.704712393992339,0.6
21908,1,Thirsty ass bitch don't sweat me,5.695847549572986,0.6
10297,1,"I fell in love wit my side bitch, crazy thing she wasnt even my bitch",6.673938041474845,0.6
21910,1,Thirsty fo da bitches saggin my pants n shit ... Shit i paid this much for the belt i betta crack a bitch,14.378326333969696,0.6
10485,1,"I hate when I see a thick bitch on Instagram, then she show up looking like a teddy graham.",6.128195755270188,0.6
22399,1,Up in this bitch like elevators,1.3091498224947622,0.6
22854,1,Why bitches get so hype an mad when u asked if they suck dick like yes or no telly tubby,9.091513480027244,0.6
12247,1,Kiss imik this bitch just added another 50 seconds to her story I think its a new record.,-2.272542394948084,0.6
10300,1,I find a new song I like and play that hoe way more times than I should lol..,-2.156568011360989,0.6
12742,1,Man that nigga Courage always bein a bitch. HIT DAT SHIT LIL NIGGA http://t.co/k3cb7YVVGY,12.106727013698515,0.6
2154,1,*pops that pussy for singles*,0.8854753097764259,0.6
22856,1,Why black girls gotta be thots? Ain't nobody bringing up the fat white hoe you fucked back in middle school. #LoveOurWomen,8.657357260930985,0.6
22857,2,Why can't I have colored eyes like my siblings &#128557;&#128557;,3.289125730470201,0.6
22398,2,Up early then a bitch driving to denton omg can I move already,0.0758155562171891,0.6
10953,1,I think I figured out where white trash Americans come from: the rural parts of Europe.,4.200513074651024,0.6
12116,1,Just called a 6'5 basketball player out for the fade on twitter cuz dat pussy nigguh live in Georgia. Come get me bitch,1.532285373323048,0.6
13484,2,Now infuriated Jihadis are putting out murder requests on #Saudi fighter pilots who participated in the bombings in #Syria #ISIS,3.500810614245612,0.6
23690,1,breh it's a polygamist town in arizona if u wanna have bitches on deck move there,2.286062945427689,0.6
21893,2,They use to call my mom Japs when she was younger. Lol Asian racial slurs.,0.6296913103181568,0.6
23485,1,"Young, stupid ass hoes these days&#128514;&#128514;#GOTDAYUM",5.64565780504913,0.6
21894,2,"They were taking a picture and I saw a bird fly past and I was like, oh bird! @HeidyPalma21",-0.9921449233471396,0.6
2169,1,... I just feel bad for the women that continually flock to such darkness. Thugs talk the big talk to simple minded hoes and to their own.,3.826575044263323,0.6
13485,1,Now my side bitch my main bitch Bc my main hoe ain't feeling me no mo. No mo.,11.442174044251264,0.6
22850,1,Why are there so many hoes?,4.710701778955615,0.6
23692,1,bunch of pussies,2.3513923794467084,0.6
22851,1,Why are you the only thick character in the game? Why I gotta play a skinny bitch? @KimKardashian,4.057350105715959,0.6
21898,1,Thick bitches &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,3.644160682555776,0.6
22405,2,Use to trap them birds now I'm fly like a birdddd,-3.375289644852799,0.6
12743,1,Man that run game ain't no hoe. Fuck Alex. don't even need his bitch ass,10.14412609868124,0.6
23487,0,Your acting like a spoiled little faggot have fun,-0.1270042844516035,0.6
1096,1,&#8220;@AlanaaaXP: Some of yall hoes nasty yall find out yall sharing or shared dick with a dirty ass female and still fuck the nigga &#128567;&#8221;,7.9887882778415165,0.6
21900,0,Think it's okay to take my property and break it? Fuck you bitch,6.363165062105381,0.6
22404,1,"Ur no from here, u act sound infront ae me or I'll be an awfy cunt nd break ur fukin phone tae",1.1073461422221187,0.6
12034,1,"Jammin these sad songs, smoking squares thinking bout bitches...",-0.2878282192277264,0.6
12894,1,"Money, hoes, cars and clothes",-0.2231178678893639,0.6
17450,1,"RT @StillJohnCA: KNOCK KNOCK. Who's there? GEORGE. George who? GEORGE ZIMMERMAN. Oh, George Zimmerman. Welcome to cell block C, bitch!",4.959790010164199,0.6
10085,1,I bitch can tell that I'm addicted to pussy she lookin pass it,5.724941175328124,0.6
8158,1,Boy damn jitt got his ass bitch slapped in da court yard comin to 6th period &#128514;&#128514;&#128514; i was yelln n shit,13.521764148642294,0.6
24536,1,"there's always that dumb twitter hoe when it comes to sports. ""I hope Floyd beat mayweather"" or ""I hope New Orleans beat the saints"" &#128530;&#128529;&#128298;",-0.8602127135344116,0.6
8166,1,Brackin in da bity boolin wit sum bitches straight bleedin,6.342370255979147,0.6
4948,1,@TheOneMiss_Luu no he's an asshole &amp; is like I have neck problems &amp; can't sleep that way &#128544; u lil bitch,12.387805834305896,0.6
11294,1,I'm in Vegas bitches http://t.co/JgPiw1kDer,-0.8475775981915072,0.6
11292,1,I'm happy I ain't that bitch I use to be,2.3103941710157327,0.6
8174,2,Breakfast of champions shrimp lobster balls (no sandusky) French fries nd a nice big Quahog (clam for&#8230; http://t.co/UajUkcoAfV,-9.142510572703245,0.6
4943,1,@TheNudesGod can fucking a fat bitch be considered a threesome ?,7.065809338900651,0.6
11562,1,If pussy lips could talk ill go down there like it's whispering,2.796190773231486,0.6
4941,1,@TheMoeeee bitch go shoot some balls of paint. Ole hobby finding ass,2.3470102314790315,0.6
18983,1,RT @eternalhbic: u still in ur feelings and he in some new pussy,-1.7823006656480724,0.6
4931,1,@TheLadyGamer if you gotta shout u a bad bitch... u ain't a bad bitch &#128524;,6.854823876490245,0.6
8156,0,Boy Yung thug is a fag,1.8272557472337576,0.6
4930,0,"@TheKushZombie Aww y u so mad tho, a successful man LMFAO, hut hugging as faggot.",0.5649371014152688,0.6
18988,1,"RT @fOREiGNCRAZi: Nosey ass hoes , I hate em. Always finding shit but can't find a man to date em &#128530;&#9995;",4.277229215482707,0.6
11564,1,If she a hoe on social media she a hoe in real life too,2.421542526375973,0.6
15933,1,RT @KINGof334MOBB: Skinny girls pussy be good den a mf u don't feel nothing but pussy. + 100 points on the board for skinny girls.,6.715977431551435,0.6
8191,1,Broke bitches make me sick,4.010211937639724,0.6
15928,1,RT @KINGTUNCHI_: Same bitches that diss me gone still be here to eat my Dick when they see that check,1.7550348724325786,0.6
8196,1,Broke pussy boy Deion's record.,-1.1610220761840564,0.6
4919,0,@TheErniie You're a little bitch.,2.77517500290948,0.6
131,1,"""@GirlThatsVonte: Yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit",2.3041967953509483,0.6
15917,1,RT @KINGTUNCHI_: I make bitches fly like peter pand tho,2.6987973558472493,0.6
8206,1,Bruh bitches be wearing heels and club outfits to school and shit &#128553;&#128514;&#128128;,3.013349501769456,0.6
15912,1,"RT @KINGSHA_MUGGA: My bitch better lie to me, more than 5 bodies and I cant stomach it, ill fucking die",9.832175456856923,0.6
8214,1,Bruised ankle is a bitch,2.868701060920304,0.6
8182,1,Bring a niggah some icecream,-1.2374779589488003,0.6
4902,1,@ThatSlutAdrian bring bitches,2.594338558057097,0.6
15965,1,RT @KattWilliams: me as a good friend: *supports and encourages ur hoe activities*,1.6138381572536895,0.6
18958,1,"RT @elchavaloko: I still laugh at maniac being scared of needles,i bet he was crying like a bitch when he got his gay ass tat",11.06183695057974,0.6
8106,0,Black cops want to kill white citizens. Spic cops want to kill Anglo citizens. Zigeuner cops are all rapists.,9.2988584298064,0.6
8107,2,"Black guy in class: *attempts to throw a paper ball into the trash*
*misses* 
Mrs. Mundy: ""You're a disgrace to your race, Marcus""
&#128514;&#128514;&#128514;",6.032635125289432,0.6
16015,1,"RT @KillAllSimps: I had such a classic style of tweeting, trolls, dyke tweets, lists, etc, its crazy how many niggas tweet JUST LIKE ME now&#8230;",10.569464618981067,0.6
8108,0,Black people like @ChiefKeef disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity,17.862645786323178,0.6
5009,1,"@TitsOfAnarchy 
I glads dis colored man cans be of soyvice fo da white man",5.2031756391984505,0.6
24551,1,these pussy ass niggas ain't bout that life,8.200670780567433,0.6
8111,1,Blah blah blah blah.. How it sound when these bitches talk &#128530;&#128564;,2.367558288053745,0.6
8112,1,Blah. In all honesty.... I just need some pussy. That's it,3.610806249411192,0.6
8116,1,Blood this nigga Dion retarded,5.104476848604524,0.6
8117,1,Blow up the pussy like Hussein. Bitch look at me crazy like who's sane? @RavenxMiyagi,5.466338198419441,0.6
11298,1,"I'm in the zone like the secondary, no lie bitch I'm flier then a pet canary",2.2319236982596338,0.6
125,1,"""@G27Status: I could go for a fat ass bitch on my lap"" same",6.870938823838934,0.6
15966,1,RT @Kay_M_es: These bitches act local n think global,1.8432821706861096,0.6
8123,1,Bobby bitch&gt;Hot nigga,3.431851473407276,0.6
8126,1,"Bomb your house,
Then fuck your bitch.
All hail Al Qaeda",3.73315916901404,0.6
8127,1,Bond had the hoes and the money Bourne kicked ass no gadgets hawk always let a bitch die,3.871109859022682,0.6
8128,1,Boney ass bitch farting out mini basketballs &#128514;,2.3459156008652813,0.6
8132,1,Bored then a hoe! Listening to these fuck ass adults lecturing us with @__vercetti http://t.co/NyBO16RMsh,9.983529782271631,0.6
15987,1,"RT @KevinHart2ReaI: bitches love ""body party"" &#128571;&#128166;&#128069;&#128068;&#128525;&#128149; but when it's time to take da dick, the party canceled &#128581;&#127814; FALSE ADVERTISING ASS BITCHES",7.006181455757445,0.6
4985,1,"@The__Sweetest no shit you are, what euros would call a typical American, fat as fuck and goes to eat fast food all the time, dumb bitch.",7.332292751699426,0.6
18946,1,RT @easy_edd: lifes a bitch,2.039844628435823,0.6
4978,2,@The_Gambit Ha. He ain't welcome in Washington State or Nashville. Serpas is straight trash.,1.2600449675251133,0.6
8148,2,Bout to make some brownies in a few.,-0.4613589195297055,0.6
4970,2,"@TheRyanAdams word, bird",-0.716510506920778,0.6
8151,1,Bout to unfollow all the bitches I follow currently and follow all new bitches. I need change in my life and I feel like that's a good start,5.061187972457222,0.6
8154,1,Bowling Green's campus looks old as fuck. Like state penitentiary old. But they do have a lot of bitches so I guess that counts for a lot,5.963626218904682,0.6
18931,1,RT @drunksixthgrade: my new years resolution is to fuck ur bitch 2014 times,2.7312745842215698,0.6
5027,1,"@ToulaBaby faggot is a public spectacle. most gays are not fags.
public display gets public opinion.",1.6268370953040503,0.6
15910,1,"RT @KILLSheredon: I can't handle no liquor, but these bitches can't handle me.",11.24247522739984,0.6
4898,1,@ThatKid_Vicente thanks little bitch &#128526;,2.557391412676284,0.6
4823,1,@THEalexflores10 bitch answer my calls,2.580006001928056,0.6
8256,2,But rich is a light skin coon. So it's expected.,-2.6963707379163697,0.6
19079,1,RT @hash_no_tags: bitches be handin' out neck like free chinese food samples at the mall and go to bed every night wondering why they ain't&#8230;,-1.51661583936878,0.6
8267,1,But you bird ass niggas out here getting your feathers ruffled just shook. And ain't no such thing as a half way crook.,14.971784719435854,0.6
15857,1,RT @JonnyFcknBlaze: Porn star is fancy talk for professional hoe.,-1.2975888258193773,0.6
8270,1,"But you.. Nvm @BJayBlast: I don't see why men disrespect women by calling them offensive names like ""bitch"", ""hoe"", ""slut"", or ""female"". Smh",8.547149164982196,0.6
19084,1,RT @haztv: Stop forcing ya kids to take these pictures u trying to trap niggas online wit u funky hoes,4.640138225489477,0.6
11265,1,I'm finna start slapping bitches,4.447981992144856,0.6
4807,1,@SwagishSternes yea I listen to that hoe when I wake up,3.326099102648051,0.6
19093,1,RT @hilaryde92: Always a fat bitch in the handicap spot but never a dude in a wheelchair.,2.1363537095898377,0.6
144,1,"""@Hudgens_11: Lets get drunk, get blowed, spit shit spark blunts &amp; fuck hoes!"" Bro white dudes have no chill.",9.496093185774106,0.6
4803,1,@SuperDickRikki I'm highly upset dat des bitches tryanna clown me on a media sight bitch I ain't going,6.5566760280777086,0.6
4827,2,"@TMark617 feel same way about New England Patriots &amp; New York Yankees. But unlike u, I've worked in Boston &amp; NYC. Texas prison is upgrade",-7.481964315345035,0.6
4801,1,@SunkissedSexii bitch trying to turn this shit like Facebook,5.571853666733485,0.6
11264,2,I'm finna see the Yankees win a baseball game,-2.4995946759647665,0.6
8284,0,California is home to skater trash.,-1.945580775737619,0.6
11593,1,If u a bad bitch #EnjoyYaDay,2.87810151334026,0.6
11594,1,If u a bitch an i hadddd u i wouldnt give a fuck if Chris brown bagged u bitch i had u already lol,8.647887407944221,0.6
24507,1,the big lips was in the ad bitch,0.7774738062605984,0.6
8291,1,Call of duty out this bitch,1.624914556023764,0.6
4784,0,@Steven_ratata bye youre a queer,1.709464150435759,0.6
19124,1,RT @iAmDaHarper: he's saying...he doesn't discriminate. he like darkskin hoes he like lightskin hoes he like Asians. as long as they bad.,13.688971139571445,0.6
11596,1,If u bad niggas a really play nice to get to the pussy then... that ass gone &#128514;,6.107897001505667,0.6
153,1,"""@JoeBudden: stop being scared to choke her during sex u bitch ass niggas. She&#8217;ll like it."". Says the guy who hits women out of bed. FOH",12.666580484568026,0.6
8307,2,Can I double stuff your Oreo?,-0.5075488636260999,0.6
8309,1,"Can I have a bad bitch without no flaws?
Come to meet me without no drawers?",4.243591869170177,0.6
19102,1,RT @hodgeasia: All the bitches who called me a hoe in high school got like 2-3 kids now..,3.417801148151772,0.6
4900,1,@ThatSlutAdrian bitch ask a day off,2.953425050390588,0.6
8254,1,But no one calls him a pussy for his injuries,-0.5027372156425893,0.6
4842,1,"@Tabather_S So was I cunt, welcome to twitter",0.5440282264189613,0.6
19016,1,"RT @freckle_juice: if a ""man"" tells you he doesn't eat pussy &amp;expects to have sex, just laugh. laugh as u put your clothes on, laugh as u g&#8230;",2.734898134300534,0.6
4891,1,@ThatBoyACE71 Straight pussy,0.8473149826704344,0.6
8217,1,Bsd bitch make it clap,2.582336206532578,0.6
4889,1,@ThatAssholeAlan nick background my nigger,1.3093590034086084,0.6
4888,1,"@ThatAssholeAlan bitch ass nigga, heres a new belt for you http://t.co/EfxQnxeewQ",10.17434578285581,0.6
15902,1,"RT @JuuMane: I walks in Country Kitchen Restaurant to order take out, this bitch come ask me ""Table For One?"" -____- I look that lonely???",0.9706547589214768,0.6
11574,0,If someone is part of 'James X' then he's a white trash cultist.,6.705567453390766,0.6
4880,1,"@That1guyJeff Low blow, cuntface. How many times the Yanks beat us in the playoffs these last 8 or so years?",-6.968186360776622,0.6
19031,1,RT @fxckabbie: Like I know I can be a bitch sometimes but some people need to know their levels,6.518712184548145,0.6
